flight_id,departure_airport,arrival_airport,aircraft_code,passengers,total_seats,utilization,route
27,DME,LED,321,92.0,170,54.11764705882353,DME ↔ LED
28,DME,LED,321,81.0,170,47.647058823529406,DME ↔ LED
29,DME,LED,321,,170,,DME ↔ LED
30,DME,LED,321,,170,,DME ↔ LED
31,DME,LED,321,110.0,170,64.70588235294117,DME ↔ LED
32,DME,LED,321,,170,,DME ↔ LED
33,DME,LED,321,,170,,DME ↔ LED
34,DME,LED,321,,170,,DME ↔ LED
35,DME,LED,321,,170,,DME ↔ LED
36,DME,LED,321,98.0,170,57.647058823529406,DME ↔ LED
37,DME,LED,321,100.0,170,58.82352941176471,DME ↔ LED
38,DME,LED,321,83.0,170,48.8235294117647,DME ↔ LED
39,DME,LED,321,6.0,170,3.5294117647058822,DME ↔ LED
40,DME,LED,321,,170,,DME ↔ LED
41,DME,LED,321,,170,,DME ↔ LED
42,DME,LED,321,14.0,170,8.235294117647058,DME ↔ LED
43,DME,LED,321,4.0,170,2.3529411764705883,DME ↔ LED
44,DME,LED,321,103.0,170,60.588235294117645,DME ↔ LED
45,DME,LED,321,,170,,DME ↔ LED
46,DME,LED,321,97.0,170,57.05882352941176,DME ↔ LED
47,DME,LED,321,105.0,170,61.76470588235294,DME ↔ LED
48,DME,LED,321,,170,,DME ↔ LED
49,DME,LED,321,,170,,DME ↔ LED
50,DME,LED,321,,170,,DME ↔ LED
51,DME,LED,321,,170,,DME ↔ LED
52,DME,LED,321,98.0,170,57.647058823529406,DME ↔ LED
53,DME,LED,321,90.0,170,52.94117647058824,DME ↔ LED
54,DME,LED,321,83.0,170,48.8235294117647,DME ↔ LED
55,DME,LED,321,3.0,170,1.7647058823529411,DME ↔ LED
56,DME,LED,321,,170,,DME ↔ LED
57,DME,LED,321,,170,,DME ↔ LED
58,DME,LED,321,,170,,DME ↔ LED
59,DME,LED,321,,170,,DME ↔ LED
60,DME,LED,321,,170,,DME ↔ LED
61,DME,LED,321,,170,,DME ↔ LED
62,DME,LED,321,2.0,170,1.1764705882352942,DME ↔ LED
63,DME,LED,321,,170,,DME ↔ LED
64,DME,LED,321,,170,,DME ↔ LED
65,DME,LED,321,108.0,170,63.52941176470588,DME ↔ LED
66,DME,LED,321,104.0,170,61.1764705882353,DME ↔ LED
67,DME,LED,321,89.0,170,52.352941176470594,DME ↔ LED
68,DME,LED,321,,170,,DME ↔ LED
69,DME,LED,321,,170,,DME ↔ LED
70,DME,LED,321,118.0,170,69.41176470588235,DME ↔ LED
71,DME,LED,321,100.0,170,58.82352941176471,DME ↔ LED
72,DME,LED,321,,170,,DME ↔ LED
73,DME,LED,321,,170,,DME ↔ LED
74,DME,LED,321,126.0,170,74.11764705882354,DME ↔ LED
75,DME,LED,321,97.0,170,57.05882352941176,DME ↔ LED
76,DME,LED,321,12.0,170,7.0588235294117645,DME ↔ LED
77,DME,LED,321,,170,,DME ↔ LED
78,DME,LED,321,,170,,DME ↔ LED
79,DME,LED,321,,170,,DME ↔ LED
80,DME,LED,321,17.0,170,10.0,DME ↔ LED
81,DME,LED,321,1.0,170,0.5882352941176471,DME ↔ LED
82,DME,LED,321,,170,,DME ↔ LED
83,DME,LED,321,,170,,DME ↔ LED
84,DME,LED,321,,170,,DME ↔ LED
85,DME,LED,321,103.0,170,60.588235294117645,DME ↔ LED
86,DME,LED,321,91.0,170,53.529411764705884,DME ↔ LED
87,DME,LED,321,85.0,170,50.0,DME ↔ LED
88,DME,LED,321,2.0,170,1.1764705882352942,DME ↔ LED
89,DME,LED,321,,170,,DME ↔ LED
90,DME,LED,321,,170,,DME ↔ LED
91,DME,LED,321,104.0,170,61.1764705882353,DME ↔ LED
92,DME,LED,321,107.0,170,62.94117647058823,DME ↔ LED
93,DME,LED,321,,170,,DME ↔ LED
94,DME,LED,321,,170,,DME ↔ LED
95,DME,LED,321,,170,,DME ↔ LED
96,DME,LED,321,,170,,DME ↔ LED
97,DME,LED,321,99.0,170,58.235294117647065,DME ↔ LED
98,DME,LED,321,114.0,170,67.05882352941175,DME ↔ LED
99,DME,LED,321,,170,,DME ↔ LED
100,DME,LED,321,,170,,DME ↔ LED
101,DME,LED,321,111.0,170,65.29411764705883,DME ↔ LED
102,DME,LED,321,95.0,170,55.88235294117647,DME ↔ LED
103,DME,LED,321,,170,,DME ↔ LED
104,DME,LED,321,,170,,DME ↔ LED
105,DME,LED,321,,170,,DME ↔ LED
106,DME,LED,321,,170,,DME ↔ LED
107,DME,LED,321,,170,,DME ↔ LED
108,DME,LED,321,99.0,170,58.235294117647065,DME ↔ LED
109,DME,LED,321,89.0,170,52.352941176470594,DME ↔ LED
110,DME,LED,321,,170,,DME ↔ LED
111,DME,LED,321,86.0,170,50.588235294117645,DME ↔ LED
112,DME,LED,321,5.0,170,2.941176470588235,DME ↔ LED
113,DME,LED,321,103.0,170,60.588235294117645,DME ↔ LED
114,DME,LED,321,104.0,170,61.1764705882353,DME ↔ LED
115,DME,LED,321,,170,,DME ↔ LED
116,DME,LED,321,,170,,DME ↔ LED
117,DME,LED,321,131.0,170,77.05882352941177,DME ↔ LED
118,DME,LED,321,94.0,170,55.294117647058826,DME ↔ LED
119,DME,LED,321,116.0,170,68.23529411764706,DME ↔ LED
120,DME,LED,321,108.0,170,63.52941176470588,DME ↔ LED
121,DME,LED,321,100.0,170,58.82352941176471,DME ↔ LED
122,DME,LED,321,105.0,170,61.76470588235294,DME ↔ LED
123,DME,LED,321,,170,,DME ↔ LED
124,DME,LED,321,,170,,DME ↔ LED
125,DME,LED,321,114.0,170,67.05882352941175,DME ↔ LED
126,DME,LED,321,95.0,170,55.88235294117647,DME ↔ LED
127,DME,LED,321,,170,,DME ↔ LED
128,DME,LED,321,,170,,DME ↔ LED
129,DME,LED,321,88.0,170,51.76470588235295,DME ↔ LED
130,DME,LED,321,54.0,170,31.76470588235294,DME ↔ LED
131,DME,LED,321,,170,,DME ↔ LED
132,DME,LED,321,,170,,DME ↔ LED
133,DME,LED,321,105.0,170,61.76470588235294,DME ↔ LED
134,DME,LED,321,103.0,170,60.588235294117645,DME ↔ LED
135,DME,LED,321,,170,,DME ↔ LED
136,DME,LED,321,,170,,DME ↔ LED
137,DME,LED,321,115.0,170,67.64705882352942,DME ↔ LED
138,DME,LED,321,14.0,170,8.235294117647058,DME ↔ LED
139,DME,LED,321,,170,,DME ↔ LED
140,DME,LED,321,,170,,DME ↔ LED
141,DME,LED,321,113.0,170,66.47058823529412,DME ↔ LED
142,DME,LED,321,97.0,170,57.05882352941176,DME ↔ LED
143,DME,LED,321,104.0,170,61.1764705882353,DME ↔ LED
144,DME,LED,321,,170,,DME ↔ LED
145,DME,LED,321,,170,,DME ↔ LED
146,DME,LED,321,,170,,DME ↔ LED
147,DME,LED,321,,170,,DME ↔ LED
148,DME,LED,321,,170,,DME ↔ LED
149,DME,LED,321,92.0,170,54.11764705882353,DME ↔ LED
150,DME,LED,321,127.0,170,74.70588235294117,DME ↔ LED
151,DME,LED,321,108.0,170,63.52941176470588,DME ↔ LED
152,DME,LED,321,84.0,170,49.411764705882355,DME ↔ LED
153,DME,LED,321,35.0,170,20.588235294117645,DME ↔ LED
154,DME,LED,321,,170,,DME ↔ LED
155,DME,LED,321,,170,,DME ↔ LED
156,DME,LED,321,117.0,170,68.82352941176471,DME ↔ LED
157,DME,LED,321,,170,,DME ↔ LED
158,DME,LED,321,,170,,DME ↔ LED
159,DME,LED,321,100.0,170,58.82352941176471,DME ↔ LED
160,DME,LED,321,97.0,170,57.05882352941176,DME ↔ LED
161,DME,LED,321,,170,,DME ↔ LED
162,DME,LED,321,100.0,170,58.82352941176471,DME ↔ LED
163,DME,LED,321,,170,,DME ↔ LED
164,DME,LED,321,104.0,170,61.1764705882353,DME ↔ LED
165,DME,LED,321,,170,,DME ↔ LED
166,DME,LED,321,,170,,DME ↔ LED
167,DME,LED,321,,170,,DME ↔ LED
168,DME,LED,321,18.0,170,10.588235294117647,DME ↔ LED
169,DME,LED,321,122.0,170,71.76470588235294,DME ↔ LED
170,DME,LED,321,,170,,DME ↔ LED
171,DME,LED,321,,170,,DME ↔ LED
172,DME,LED,321,,170,,DME ↔ LED
173,DME,LED,321,,170,,DME ↔ LED
174,DME,LED,321,,170,,DME ↔ LED
175,DME,LED,321,109.0,170,64.11764705882354,DME ↔ LED
176,DME,LED,321,86.0,170,50.588235294117645,DME ↔ LED
177,DME,LED,321,,170,,DME ↔ LED
178,DME,LED,321,55.0,170,32.35294117647059,DME ↔ LED
179,DME,LED,321,1.0,170,0.5882352941176471,DME ↔ LED
180,DME,LED,321,,170,,DME ↔ LED
181,DME,LED,321,83.0,170,48.8235294117647,DME ↔ LED
182,DME,LED,321,89.0,170,52.352941176470594,DME ↔ LED
183,DME,LED,321,92.0,170,54.11764705882353,DME ↔ LED
184,DME,LED,321,16.0,170,9.411764705882353,DME ↔ LED
185,DME,LED,321,,170,,DME ↔ LED
186,DME,LED,321,,170,,DME ↔ LED
187,DME,LED,321,,170,,DME ↔ LED
188,DME,LED,321,,170,,DME ↔ LED
189,DME,LED,321,109.0,170,64.11764705882354,DME ↔ LED
190,DME,LED,321,124.0,170,72.94117647058823,DME ↔ LED
191,DME,LED,321,,170,,DME ↔ LED
192,DME,LED,321,,170,,DME ↔ LED
193,DME,LED,321,103.0,170,60.588235294117645,DME ↔ LED
194,DME,LED,321,97.0,170,57.05882352941176,DME ↔ LED
195,DME,LED,321,,170,,DME ↔ LED
196,DME,LED,321,78.0,170,45.88235294117647,DME ↔ LED
197,DME,LED,321,27.0,170,15.88235294117647,DME ↔ LED
198,DME,LED,321,114.0,170,67.05882352941175,DME ↔ LED
199,DME,LED,321,,170,,DME ↔ LED
200,DME,LED,321,,170,,DME ↔ LED
201,DME,LED,321,99.0,170,58.235294117647065,DME ↔ LED
202,DME,LED,321,85.0,170,50.0,DME ↔ LED
203,DME,LED,321,,170,,DME ↔ LED
204,DME,LED,321,,170,,DME ↔ LED
205,DME,LED,321,,170,,DME ↔ LED
206,DME,LED,321,,170,,DME ↔ LED
207,DME,LED,321,106.0,170,62.35294117647059,DME ↔ LED
208,DME,LED,321,102.0,170,60.0,DME ↔ LED
209,DME,LED,321,89.0,170,52.352941176470594,DME ↔ LED
210,DME,LED,321,82.0,170,48.23529411764706,DME ↔ LED
211,DME,LED,321,5.0,170,2.941176470588235,DME ↔ LED
212,DME,LED,321,,170,,DME ↔ LED
213,DME,LED,321,,170,,DME ↔ LED
214,DME,LED,321,63.0,170,37.05882352941177,DME ↔ LED
215,DME,LED,321,129.0,170,75.88235294117646,DME ↔ LED
216,DME,LED,321,98.0,170,57.647058823529406,DME ↔ LED
217,DME,LED,321,,170,,DME ↔ LED
218,DME,LED,321,,170,,DME ↔ LED
219,DME,LED,321,,170,,DME ↔ LED
220,DME,LED,321,,170,,DME ↔ LED
221,DME,LED,321,,170,,DME ↔ LED
222,DME,LED,321,,170,,DME ↔ LED
223,DME,LED,321,100.0,170,58.82352941176471,DME ↔ LED
224,DME,LED,321,95.0,170,55.88235294117647,DME ↔ LED
225,DME,LED,321,,170,,DME ↔ LED
226,DME,LED,321,,170,,DME ↔ LED
227,DME,LED,321,22.0,170,12.941176470588237,DME ↔ LED
228,DME,LED,321,4.0,170,2.3529411764705883,DME ↔ LED
229,DME,LED,321,90.0,170,52.94117647058824,DME ↔ LED
230,DME,LED,321,,170,,DME ↔ LED
231,DME,LED,321,,170,,DME ↔ LED
232,DME,LED,321,106.0,170,62.35294117647059,DME ↔ LED
233,DME,LED,321,124.0,170,72.94117647058823,DME ↔ LED
234,DME,LED,321,,170,,DME ↔ LED
235,DME,LED,321,53.0,170,31.176470588235293,DME ↔ LED
236,DME,LED,321,94.0,170,55.294117647058826,DME ↔ LED
237,DME,LED,321,,170,,DME ↔ LED
238,DME,LED,321,,170,,DME ↔ LED
239,DME,LED,321,85.0,170,50.0,DME ↔ LED
240,DME,LED,321,4.0,170,2.3529411764705883,DME ↔ LED
241,DME,LED,321,,170,,DME ↔ LED
242,DME,LED,321,,170,,DME ↔ LED
243,DME,LED,321,,170,,DME ↔ LED
244,DME,LED,321,,170,,DME ↔ LED
245,DME,OVB,773,222.0,402,55.223880597014926,DME ↔ OVB
246,DME,OVB,773,78.0,402,19.402985074626866,DME ↔ OVB
247,DME,OVB,773,308.0,402,76.61691542288557,DME ↔ OVB
248,DME,OVB,773,64.0,402,15.92039800995025,DME ↔ OVB
249,DME,OVB,773,365.0,402,90.79601990049751,DME ↔ OVB
250,DME,OVB,773,361.0,402,89.80099502487562,DME ↔ OVB
251,DME,OVB,773,222.0,402,55.223880597014926,DME ↔ OVB
252,DME,OVB,773,131.0,402,32.58706467661692,DME ↔ OVB
253,DME,OVB,773,17.0,402,4.228855721393035,DME ↔ OVB
254,DME,OVB,773,23.0,402,5.721393034825871,DME ↔ OVB
255,DME,OVB,773,229.0,402,56.96517412935324,DME ↔ OVB
256,DME,OVB,773,331.0,402,82.33830845771143,DME ↔ OVB
257,DME,OVB,773,30.0,402,7.462686567164178,DME ↔ OVB
258,DME,OVB,773,273.0,402,67.91044776119402,DME ↔ OVB
259,DME,OVB,773,346.0,402,86.06965174129353,DME ↔ OVB
260,DME,OVB,773,370.0,402,92.03980099502488,DME ↔ OVB
261,DME,OVB,773,323.0,402,80.34825870646766,DME ↔ OVB
262,DME,OVB,773,8.0,402,1.9900497512437811,DME ↔ OVB
263,DME,OVB,773,148.0,402,36.81592039800995,DME ↔ OVB
264,DME,OVB,773,115.0,402,28.60696517412935,DME ↔ OVB
265,DME,OVB,773,323.0,402,80.34825870646766,DME ↔ OVB
266,DME,OVB,773,248.0,402,61.69154228855721,DME ↔ OVB
267,DME,OVB,773,358.0,402,89.05472636815921,DME ↔ OVB
268,DME,OVB,773,355.0,402,88.30845771144278,DME ↔ OVB
269,DME,OVB,773,339.0,402,84.32835820895522,DME ↔ OVB
270,DME,OVB,773,344.0,402,85.57213930348259,DME ↔ OVB
271,DME,OVB,773,326.0,402,81.09452736318407,DME ↔ OVB
272,DME,OVB,773,321.0,402,79.8507462686567,DME ↔ OVB
273,DME,OVB,773,335.0,402,83.33333333333334,DME ↔ OVB
274,DME,OVB,773,327.0,402,81.34328358208955,DME ↔ OVB
275,DME,OVB,773,329.0,402,81.8407960199005,DME ↔ OVB
276,DME,OVB,773,355.0,402,88.30845771144278,DME ↔ OVB
277,DME,OVB,773,213.0,402,52.98507462686567,DME ↔ OVB
278,DME,OVB,773,228.0,402,56.71641791044776,DME ↔ OVB
279,DME,OVB,773,265.0,402,65.92039800995025,DME ↔ OVB
280,DME,OVB,773,69.0,402,17.16417910447761,DME ↔ OVB
281,DME,OVB,773,338.0,402,84.07960199004975,DME ↔ OVB
282,DME,OVB,773,355.0,402,88.30845771144278,DME ↔ OVB
283,DME,OVB,773,353.0,402,87.81094527363184,DME ↔ OVB
284,DME,OVB,773,335.0,402,83.33333333333334,DME ↔ OVB
285,DME,OVB,773,264.0,402,65.67164179104478,DME ↔ OVB
286,DME,OVB,773,341.0,402,84.82587064676616,DME ↔ OVB
287,DME,OVB,773,262.0,402,65.17412935323384,DME ↔ OVB
288,DME,OVB,773,223.0,402,55.472636815920396,DME ↔ OVB
289,DME,OVB,773,329.0,402,81.8407960199005,DME ↔ OVB
290,DME,OVB,773,356.0,402,88.55721393034825,DME ↔ OVB
291,DME,OVB,773,36.0,402,8.955223880597014,DME ↔ OVB
292,DME,OVB,773,344.0,402,85.57213930348259,DME ↔ OVB
293,DME,OVB,773,302.0,402,75.12437810945273,DME ↔ OVB
294,DME,OVB,773,325.0,402,80.84577114427861,DME ↔ OVB
295,DME,OVB,773,292.0,402,72.636815920398,DME ↔ OVB
296,DME,OVB,773,100.0,402,24.875621890547265,DME ↔ OVB
297,DME,OVB,773,333.0,402,82.83582089552239,DME ↔ OVB
298,DME,OVB,773,344.0,402,85.57213930348259,DME ↔ OVB
299,DME,OVB,773,106.0,402,26.368159203980102,DME ↔ OVB
300,DME,OVB,773,312.0,402,77.61194029850746,DME ↔ OVB
301,DME,OVB,773,357.0,402,88.80597014925374,DME ↔ OVB
302,DME,OVB,773,305.0,402,75.87064676616916,DME ↔ OVB
303,DME,OVB,773,195.0,402,48.507462686567166,DME ↔ OVB
304,DME,OVB,773,332.0,402,82.58706467661692,DME ↔ OVB
305,DME,OVB,773,365.0,402,90.79601990049751,DME ↔ OVB
306,DME,KZN,321,146.0,170,85.88235294117646,DME ↔ KZN
307,DME,KZN,321,133.0,170,78.23529411764706,DME ↔ KZN
308,DME,KZN,321,149.0,170,87.6470588235294,DME ↔ KZN
309,DME,KZN,321,49.0,170,28.823529411764703,DME ↔ KZN
310,DME,KZN,321,152.0,170,89.41176470588236,DME ↔ KZN
311,DME,KZN,321,168.0,170,98.82352941176471,DME ↔ KZN
312,DME,KZN,321,151.0,170,88.8235294117647,DME ↔ KZN
313,DME,KZN,321,160.0,170,94.11764705882352,DME ↔ KZN
314,DME,KZN,321,43.0,170,25.294117647058822,DME ↔ KZN
315,DME,KZN,321,117.0,170,68.82352941176471,DME ↔ KZN
316,DME,KZN,321,68.0,170,40.0,DME ↔ KZN
317,DME,KZN,321,146.0,170,85.88235294117646,DME ↔ KZN
318,DME,KZN,321,163.0,170,95.88235294117648,DME ↔ KZN
319,DME,KZN,321,158.0,170,92.94117647058823,DME ↔ KZN
320,DME,KZN,321,100.0,170,58.82352941176471,DME ↔ KZN
321,DME,KZN,321,147.0,170,86.47058823529412,DME ↔ KZN
322,DME,KZN,321,144.0,170,84.70588235294117,DME ↔ KZN
323,DME,KZN,321,58.0,170,34.11764705882353,DME ↔ KZN
324,DME,KZN,321,132.0,170,77.64705882352942,DME ↔ KZN
325,DME,KZN,321,17.0,170,10.0,DME ↔ KZN
326,DME,KZN,321,75.0,170,44.11764705882353,DME ↔ KZN
327,DME,KZN,321,153.0,170,90.0,DME ↔ KZN
328,DME,KZN,321,137.0,170,80.58823529411765,DME ↔ KZN
329,DME,KZN,321,153.0,170,90.0,DME ↔ KZN
330,DME,KZN,321,58.0,170,34.11764705882353,DME ↔ KZN
331,DME,KZN,321,60.0,170,35.294117647058826,DME ↔ KZN
332,DME,KZN,321,153.0,170,90.0,DME ↔ KZN
333,DME,KZN,321,70.0,170,41.17647058823529,DME ↔ KZN
334,DME,KZN,321,169.0,170,99.41176470588235,DME ↔ KZN
335,DME,KZN,321,143.0,170,84.11764705882354,DME ↔ KZN
336,DME,KZN,321,8.0,170,4.705882352941177,DME ↔ KZN
337,DME,KZN,321,70.0,170,41.17647058823529,DME ↔ KZN
338,DME,KZN,321,154.0,170,90.58823529411765,DME ↔ KZN
339,DME,KZN,321,144.0,170,84.70588235294117,DME ↔ KZN
340,DME,KZN,321,77.0,170,45.294117647058826,DME ↔ KZN
341,DME,KZN,321,152.0,170,89.41176470588236,DME ↔ KZN
342,DME,KZN,321,146.0,170,85.88235294117646,DME ↔ KZN
343,DME,KZN,321,73.0,170,42.94117647058823,DME ↔ KZN
344,DME,KZN,321,59.0,170,34.705882352941174,DME ↔ KZN
345,DME,KZN,321,166.0,170,97.6470588235294,DME ↔ KZN
346,DME,KZN,321,151.0,170,88.8235294117647,DME ↔ KZN
347,DME,KZN,321,167.0,170,98.23529411764706,DME ↔ KZN
348,DME,KZN,321,158.0,170,92.94117647058823,DME ↔ KZN
349,DME,KZN,321,137.0,170,80.58823529411765,DME ↔ KZN
350,DME,KZN,321,7.0,170,4.117647058823529,DME ↔ KZN
351,DME,KZN,321,161.0,170,94.70588235294117,DME ↔ KZN
352,DME,KZN,321,73.0,170,42.94117647058823,DME ↔ KZN
353,DME,KZN,321,166.0,170,97.6470588235294,DME ↔ KZN
354,DME,KZN,321,97.0,170,57.05882352941176,DME ↔ KZN
355,DME,KZN,321,155.0,170,91.17647058823529,DME ↔ KZN
356,DME,KZN,321,152.0,170,89.41176470588236,DME ↔ KZN
357,DME,KZN,321,144.0,170,84.70588235294117,DME ↔ KZN
358,DME,KZN,321,74.0,170,43.529411764705884,DME ↔ KZN
359,DME,KZN,321,157.0,170,92.3529411764706,DME ↔ KZN
360,DME,KZN,321,1.0,170,0.5882352941176471,DME ↔ KZN
361,DME,KZN,321,112.0,170,65.88235294117646,DME ↔ KZN
362,DME,KZN,321,133.0,170,78.23529411764706,DME ↔ KZN
363,DME,KZN,321,62.0,170,36.470588235294116,DME ↔ KZN
364,DME,KZN,321,133.0,170,78.23529411764706,DME ↔ KZN
365,DME,KZN,321,166.0,170,97.6470588235294,DME ↔ KZN
366,DME,KZN,321,150.0,170,88.23529411764706,DME ↔ KZN
367,DME,CEK,SU9,12.0,97,12.371134020618557,CEK ↔ DME
368,DME,CEK,SU9,79.0,97,81.44329896907216,CEK ↔ DME
369,DME,CEK,SU9,71.0,97,73.19587628865979,CEK ↔ DME
370,DME,CEK,SU9,43.0,97,44.329896907216494,CEK ↔ DME
371,DME,CEK,SU9,90.0,97,92.78350515463917,CEK ↔ DME
372,DME,CEK,SU9,87.0,97,89.69072164948454,CEK ↔ DME
373,DME,CEK,SU9,52.0,97,53.608247422680414,CEK ↔ DME
374,DME,CEK,SU9,77.0,97,79.38144329896907,CEK ↔ DME
375,DME,CEK,SU9,81.0,97,83.50515463917526,CEK ↔ DME
376,DME,CEK,SU9,56.0,97,57.73195876288659,CEK ↔ DME
377,DME,CEK,SU9,85.0,97,87.62886597938144,CEK ↔ DME
378,DME,CEK,SU9,87.0,97,89.69072164948454,CEK ↔ DME
379,DME,CEK,SU9,4.0,97,4.123711340206185,CEK ↔ DME
380,DME,CEK,SU9,49.0,97,50.51546391752577,CEK ↔ DME
381,DME,CEK,SU9,74.0,97,76.28865979381443,CEK ↔ DME
382,DME,CEK,SU9,54.0,97,55.670103092783506,CEK ↔ DME
383,DME,CEK,SU9,85.0,97,87.62886597938144,CEK ↔ DME
384,DME,CEK,SU9,77.0,97,79.38144329896907,CEK ↔ DME
385,DME,CEK,SU9,97.0,97,100.0,CEK ↔ DME
386,DME,CEK,SU9,46.0,97,47.42268041237113,CEK ↔ DME
387,DME,CEK,SU9,56.0,97,57.73195876288659,CEK ↔ DME
388,DME,CEK,SU9,76.0,97,78.35051546391753,CEK ↔ DME
389,DME,CEK,SU9,15.0,97,15.463917525773196,CEK ↔ DME
390,DME,CEK,SU9,83.0,97,85.56701030927834,CEK ↔ DME
391,DME,CEK,SU9,70.0,97,72.16494845360825,CEK ↔ DME
392,DME,CEK,SU9,55.0,97,56.70103092783505,CEK ↔ DME
393,DME,CEK,SU9,92.0,97,94.84536082474226,CEK ↔ DME
394,DME,CEK,SU9,27.0,97,27.835051546391753,CEK ↔ DME
395,DME,CEK,SU9,85.0,97,87.62886597938144,CEK ↔ DME
396,DME,CEK,SU9,97.0,97,100.0,CEK ↔ DME
397,DME,CEK,SU9,74.0,97,76.28865979381443,CEK ↔ DME
398,DME,CEK,SU9,10.0,97,10.309278350515463,CEK ↔ DME
399,DME,CEK,SU9,53.0,97,54.63917525773196,CEK ↔ DME
400,DME,CEK,SU9,88.0,97,90.72164948453609,CEK ↔ DME
401,DME,CEK,SU9,57.0,97,58.76288659793815,CEK ↔ DME
402,DME,CEK,SU9,29.0,97,29.896907216494846,CEK ↔ DME
403,DME,CEK,SU9,85.0,97,87.62886597938144,CEK ↔ DME
404,DME,CEK,SU9,55.0,97,56.70103092783505,CEK ↔ DME
405,DME,CEK,SU9,85.0,97,87.62886597938144,CEK ↔ DME
406,DME,CEK,SU9,33.0,97,34.02061855670103,CEK ↔ DME
407,DME,CEK,SU9,79.0,97,81.44329896907216,CEK ↔ DME
408,DME,CEK,SU9,84.0,97,86.5979381443299,CEK ↔ DME
409,DME,CEK,SU9,77.0,97,79.38144329896907,CEK ↔ DME
410,DME,CEK,SU9,16.0,97,16.49484536082474,CEK ↔ DME
411,DME,CEK,SU9,64.0,97,65.97938144329896,CEK ↔ DME
412,DME,CEK,SU9,93.0,97,95.87628865979381,CEK ↔ DME
413,DME,CEK,SU9,20.0,97,20.618556701030926,CEK ↔ DME
414,DME,CEK,SU9,80.0,97,82.4742268041237,CEK ↔ DME
415,DME,CEK,SU9,97.0,97,100.0,CEK ↔ DME
416,DME,CEK,SU9,64.0,97,65.97938144329896,CEK ↔ DME
417,DME,CEK,SU9,93.0,97,95.87628865979381,CEK ↔ DME
418,DME,CEK,SU9,76.0,97,78.35051546391753,CEK ↔ DME
419,DME,CEK,SU9,19.0,97,19.587628865979383,CEK ↔ DME
